,index,Unnamed: 0,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
0,553,553,600763.XSHG,600763,通策医疗,XSHG,2021-01-04,276.52,276.52,271.0,278.55,264.01,268.0,4912126,1330626405,19859,0.0153,1.0,85931520000.0,85931520000.0,-0.0308,187.1479,162.8479,39.3314,1,270.88599999999997
1,554,554,600763.XSHG,600763,通策医疗,XSHG,2021-01-05,268.0,268.0,266.0,285.5,265.93,283.69,4367994,1215961463,21485,0.0136,1.0,90962361600.0,90962361600.0,0.0585,198.1044,172.3818,41.63399999999999,1,278.38
2,555,555,600763.XSHG,600763,通策医疗,XSHG,2021-01-06,283.69,283.69,285.0,297.52,284.55,296.5,3068307,897221567,17091,0.0096,1.0,95069760000.0,95069760000.0,0.0452,207.0498,180.1657,43.513999999999996,1,292.416
3,556,556,600763.XSHG,600763,通策医疗,XSHG,2021-01-07,296.5,296.5,296.0,305.08,294.8,303.44,2334904,700889337,13433,0.0073,1.0,97295001600.0,97295001600.0,0.0234,211.8961,184.3827,44.5325,1,300.17900000000003
4,557,557,600763.XSHG,600763,通策医疗,XSHG,2021-01-08,303.44,303.44,306.5,309.84,298.21,304.84,1948169,591313400,11276,0.0061,1.0,97743897600.0,97743897600.0,0.0046,212.8737,185.2334,44.738,1,303.52299999999997
5,558,558,600763.XSHG,600763,通策医疗,XSHG,2021-01-11,304.84,304.84,299.59,304.89,287.02,293.5,3270520,972949671,17858,0.0102,1.0,94107840000.0,94107840000.0,-0.0372,204.9548,178.3428,43.0737,1,297.491
6,559,559,600763.XSHG,600763,通策医疗,XSHG,2021-01-12,293.5,293.5,292.89,301.9,292.0,298.0,1968435,588188714,11286,0.0061,1.0,95550720000.0,95550720000.0,0.0153,208.0972,181.0772,43.7341,1,298.81
7,560,560,600763.XSHG,600763,通策医疗,XSHG,2021-01-13,298.0,298.0,299.1,304.98,290.0,293.3,2124282,630278608,13020,0.0066,1.0,94043712000.0,94043712000.0,-0.0158,204.8152,178.2212,43.0444,1,296.702
8,561,561,600763.XSHG,600763,通策医疗,XSHG,2021-01-14,293.3,293.3,291.83,303.0,290.0,291.57,2821940,837848585,16239,0.0088,1.0,93489004800.0,93489004800.0,-0.0059,203.6071,177.17,42.7905,1,296.905
9,562,562,600763.XSHG,600763,通策医疗,XSHG,2021-01-15,291.57,291.57,291.2,299.24,282.35,297.06,2623932,768646901,14863,0.0082,1.0,95249318400.0,95249318400.0,0.0188,207.4408,180.50599999999997,43.5962,1,292.937
10,563,563,600763.XSHG,600763,通策医疗,XSHG,2021-01-18,297.06,297.06,297.93,299.01,286.3,294.3,2331917,684072526,12716,0.0073,1.0,94364352000.0,94364352000.0,-0.0093,205.5135,178.8289,43.1911,1,293.35200000000003
11,564,564,600763.XSHG,600763,通策医疗,XSHG,2021-01-19,294.3,294.3,294.51,298.6,278.76,281.13,2905360,836834123,15409,0.0091,1.0,90141523200.0,90141523200.0,-0.0448,196.3167,170.8262,41.2583,1,288.031
12,565,565,600763.XSHG,600763,通策医疗,XSHG,2021-01-20,281.13,281.13,283.44,298.93,282.0,297.55,2712123,797985924,16511,0.0085,1.0,95406432000.0,95406432000.0,0.0584,207.783,180.8037,43.6681,1,294.22900000000004
13,566,566,600763.XSHG,600763,通策医疗,XSHG,2021-01-21,297.55,297.55,295.9,311.33,295.05,310.0,3034210,932943721,16850,0.0095,1.0,99398400000.0,99398400000.0,0.0418,216.477,188.3689,45.4953,1,307.475
14,567,567,600763.XSHG,600763,通策医疗,XSHG,2021-01-22,310.0,310.0,312.68,323.96,310.6,318.0,3044931,964159042,18192,0.0095,1.0,101963520000.0,101963520000.0,0.0258,222.0635,193.23,46.6693,1,316.644
15,568,568,600763.XSHG,600763,通策医疗,XSHG,2021-01-25,318.0,318.0,319.0,328.02,316.41,319.0,2544839,819493916,16384,0.0079,1.0,102284160000.0,102284160000.0,0.0031,222.7618,193.8376,46.8161,1,322.022
16,569,569,600763.XSHG,600763,通策医疗,XSHG,2021-01-26,319.0,319.0,316.0,327.27,314.37,316.95,2581535,826860661,16364,0.0081,1.0,101626848000.0,101626848000.0,-0.0064,221.3303,192.592,46.5152,1,320.298
17,570,570,600763.XSHG,600763,通策医疗,XSHG,2021-01-27,316.95,316.95,316.0,323.99,306.32,313.36,2484739,779830110,14581,0.0077,1.0,100475750400.0,100475750400.0,-0.0113,218.8233,190.4105,45.9884,1,313.848
18,571,571,600763.XSHG,600763,通策医疗,XSHG,2021-01-28,313.36,313.36,310.0,317.62,306.27,308.62,2043856,636322267,13217,0.0064,1.0,98955916800.0,98955916800.0,-0.0151,215.5133,187.5303,45.2927,1,311.334
19,572,572,600763.XSHG,600763,通策医疗,XSHG,2021-01-29,308.62,308.62,311.0,313.9,299.97,303.95,2373042,727016809,15113,0.0074,1.0,97458528000.0,97458528000.0,-0.0151,212.2522,184.6926,44.6074,1,306.365
20,573,573,600763.XSHG,600763,通策医疗,XSHG,2021-02-01,303.95,303.95,306.1,323.8,306.1,323.8,2865929,910797752,16777,0.0089,1.0,103823232000.0,103823232000.0,0.0653,226.1137,196.7543,47.5205,1,317.802
21,574,574,600763.XSHG,600763,通策医疗,XSHG,2021-02-02,323.8,323.8,324.0,326.47,315.75,326.0,2130273,686673855,13957,0.0066,1.0,104528640000.0,104528640000.0,0.0068,227.65,198.0911,47.8434,1,322.341
22,575,575,600763.XSHG,600763,通策医疗,XSHG,2021-02-03,326.0,326.0,326.95,335.1,318.05,329.8,2292481,751467411,13775,0.0071,1.0,105747072000.0,105747072000.0,0.0117,230.3036,200.4002,48.4011,1,327.79699999999997
23,576,576,600763.XSHG,600763,通策医疗,XSHG,2021-02-04,329.8,329.8,326.5,333.08,320.1,325.19,1710252,556632495,11277,0.0053,1.0,104268921600.0,104268921600.0,-0.013999999999999999,227.0844,197.5989,47.7245,1,325.468
24,577,577,600763.XSHG,600763,通策医疗,XSHG,2021-02-05,325.19,325.19,325.22,345.68,322.25,344.68,2777820,933296254,17671,0.0087,1.0,110518195200.0,110518195200.0,0.0599,240.6945,209.4419,50.5849,1,335.98199999999997
25,578,578,600763.XSHG,600763,通策医疗,XSHG,2021-02-08,344.68,344.68,344.68,355.3,336.21,355.3,2757526,951116070,15781,0.0086,1.0,113923392000.0,113923392000.0,0.0308,248.1106,215.895,52.1434,1,344.916
26,579,579,600763.XSHG,600763,通策医疗,XSHG,2021-02-09,355.3,355.3,351.2,388.5,351.2,372.4,2557990,936084941,13794,0.008,1.0,119406336000.0,119406336000.0,0.0481,260.0517,226.2857,54.653,1,365.94599999999997
27,580,580,600763.XSHG,600763,通策医疗,XSHG,2021-02-10,372.4,372.4,372.5,392.57,372.5,388.0,2698669,1034361921,14516,0.0084,1.0,124408320000.0,124408320000.0,0.0419,270.9454,235.7649,56.9424,1,383.286
28,581,581,600763.XSHG,600763,通策医疗,XSHG,2021-02-18,388.0,388.0,385.0,389.63,360.0,362.2,4366180,1624030214,24052,0.0136,1.0,116135808000.0,116135808000.0,-0.0665,252.9289,220.0877,53.1561,1,371.957
29,582,582,600763.XSHG,600763,通策医疗,XSHG,2021-02-19,362.2,362.2,360.0,390.7,347.9,387.44,3951500,1446995691,20990,0.0123,1.0,124228761600.0,124228761600.0,0.0697,270.5544,235.4246,56.8603,1,366.189
30,583,583,600763.XSHG,600763,通策医疗,XSHG,2021-02-22,387.44,387.44,381.11,381.11,348.7,348.7,5021053,1817599792,23558,0.0157,1.0,111807168000.0,111807168000.0,-0.1,243.5017,211.8846,51.1748,1,361.996
31,584,584,600763.XSHG,600763,通策医疗,XSHG,2021-02-23,348.7,348.7,333.5,344.0,322.0,328.0,5669769,1881789262,26385,0.0177,1.0,105169920000.0,105169920000.0,-0.0594,229.0466,199.3064,48.1369,1,331.899
32,585,585,600763.XSHG,600763,通策医疗,XSHG,2021-02-24,328.0,328.0,326.0,331.27,295.2,295.2,7689134,2352539612,32449,0.024,1.0,94652928000.0,94652928000.0,-0.1,206.142,179.3758,43.3232,1,305.95599999999996
33,586,586,600763.XSHG,600763,通策医疗,XSHG,2021-02-25,295.2,295.2,295.2,303.0,286.2,290.79,4934403,1448231490,24620,0.0154,1.0,93238905600.0,93238905600.0,-0.0149,203.0624,176.6961,42.676,1,293.497
34,587,587,600763.XSHG,600763,通策医疗,XSHG,2021-02-26,290.79,290.79,280.0,280.0,261.71,265.0,9577973,2564360363,38629,0.0299,1.0,84969600000.0,84969600000.0,-0.0887,185.0529,161.025,38.8911,1,267.735
